"","year","season","id","mean_salinity","samplesize_salinity","mean_temperature","samplesize_temperature","mean_dissolvedoxygen","samplesize_dissolvedoxygen","mean_pH","samplesize_pH"
"45",1985,"summer","NEW",17.3333333333333,3,25.3333333333333,3,6.36666666666667,3,8.31666666666667,3
"46",1985,"winter","NEW",18.6666666666667,3,9.5,3,11.2,3,8.26666666666667,3
"47",1986,"fall","NEW",9.5,12,14.8333333333333,12,8.13,10,7.70833333333333,12
"48",1986,"spring","NEW",15.25,8,23.2,9,7.38222222222222,9,8.06,10
"49",1986,"summer","NEW",12.1666666666667,6,27.8385101010101,11,6.14090909090909,11,7.80454545454545,11
"50",1986,"winter","NEW",7.625,8,14.25,8,9.05,8,7.60625,8
"51",1987,"fall","NEW",19.5,12,16.6923076923077,13,8.33333333333333,12,8.1,13
"52",1987,"spring","NEW",11.8636363636364,11,24,10,7.29,10,8.01666666666667,12
"53",1987,"summer","NEW",13.1818181818182,11,28.3277777777778,11,7.47272727272727,11,7.40909090909091,11
"54",1987,"winter","NEW",5.33333333333333,12,10.25,12,9.63333333333333,12,7.66666666666667,12
"55",1988,"fall","NEW",11.125,8,14.3520833333333,8,7.2,8,7.65,8
"56",1988,"spring","NEW",8.25,12,22.9583333333333,12,7.35,12,7.64166666666667,12
"57",1988,"summer","NEW",9.98333333333333,12,27.5416666666667,12,7.46363636363636,11,7.7,12
"58",1988,"winter","NEW",9.41666666666667,12,9.67546296296296,12,9.99166666666667,12,7.51666666666667,12
"59",1989,"fall","NEW",13.6666666666667,6,12.0481481481481,6,8.53333333333333,6,7.65,6
"60",1989,"spring","NEW",7.34444444444444,9,26.1183333333333,10,6.25,10,7.68,10
"61",1989,"summer","NEW",9.5125,8,27.6020833333333,8,4.8875,8,7.48571428571429,7
"62",1989,"winter","NEW",8,14,12.1765873015873,14,9.8,13,7.73571428571429,14
"63",1990,"fall","NEW",20.5,12,20.2324074074074,12,7.64166666666667,12,7.9,12
"64",1990,"spring","NEW",9.58333333333333,12,22.8333333333333,12,7.13333333333333,12,7.725,12
"65",1990,"summer","NEW",19.875,8,29.5756944444444,8,7.2375,8,8.2625,8
"66",1990,"winter","NEW",11.6923076923077,13,12.3277777777778,13,8.2,13,7.50769230769231,13
"67",1991,"fall","NEW",13.5583333333333,12,14.6792929292929,11,8.86363636363636,11,7.67272727272727,11
"68",1991,"spring","NEW",13.8181818181818,11,24.2080808080808,11,6.56,10,7.92727272727273,11
"69",1991,"summer","NEW",5.125,12,26.6162037037037,12,6.3125,8,7.19166666666667,12
"70",1991,"winter","NEW",8.65,10,14.7316666666667,10,9.36,10,7.751,10
"71",1992,"fall","NEW",12.90625,16,15.5131944444444,16,8.04375,16,7.353125,16
"72",1992,"spring","NEW",11.1916666666667,12,22.3333333333333,12,7.9,12,7.52727272727273,11
"73",1992,"summer","NEW",9.5875,8,28.1875,8,6.1375,8,7.44375,8
"74",1992,"winter","NEW",7.45833333333333,12,12.125,12,9.15,12,7.275,12
"75",1993,"fall","NEW",17.7375,8,20.7236111111111,8,7.7125,8,7.725,8
"76",1993,"spring","NEW",6.1,9,23.8771604938272,9,7.22222222222222,9,7.53888888888889,9
"77",1993,"summer","NEW",18.1333333333333,12,29.4712962962963,12,6.24166666666667,12,7.88333333333333,12
"78",1993,"winter","NEW",5.8,12,12.074537037037,12,9,12,7.27916666666667,12
"79",1994,"fall","NEW",12.2833333333333,12,16.9648148148148,12,7.225,12,7.25,12
"80",1994,"spring","NEW",12.1269230769231,13,24.4474358974359,13,7.46923076923077,13,7.50416666666667,12
"81",1994,"summer","NEW",17.2416666666667,12,27.75,12,5.57272727272727,11,7.7,12
"82",1994,"winter","NEW",8.85,8,14.9145833333333,8,6.675,4,7.4875,8
"83",1995,"fall","NEW",8.575,8,15.0393518518519,12,9.1,12,7.4,12
"84",1995,"spring","NEW",10.275,12,24.2699074074074,12,7.65833333333333,12,7.34166666666667,12
"85",1995,"summer","NEW",12.25,12,27.3685185185185,12,4.95833333333333,12,7.45,12
"86",1995,"winter","NEW",6.85,12,14.7611111111111,12,8.45833333333333,12,7.15,12
"87",1996,"fall","NEW",5.875,4,15.2296682098765,12,7.40555555555556,12,7.2375,12
"88",1996,"spring","NEW",10.9166666666667,12,24.6097222222222,12,8.175,12,7.59166666666667,12
"89",1996,"summer","NEW",2.25555555555556,9,27.0655332056194,29,4.8155303030303,22,6.884375,24
"90",1996,"winter","NEW",6.84545454545455,11,8.53333333333333,11,10.5090909090909,11,7.3,11
"91",1997,"fall","NEW",16.2375,48,14.9093023255814,43,7.72592592592593,36,7.68875968992248,43
"92",1997,"spring","NEW",15.5231481481481,18,24.5974358974359,26,8.57371794871795,26,8.00128205128205,26
"93",1997,"summer","NEW",17.4591666666667,20,28.5991666666667,20,7.13708333333333,20,7.84083333333333,20
"94",1997,"winter","NEW",NA,NA,10.1871794871795,13,8.03205128205128,13,7.425,12
"95",1998,"fall","NEW",16.5434782608696,23,17.6,24,9.02916666666667,24,7.87916666666667,24
"96",1998,"spring","NEW",9.24878048780488,41,24.6560975609756,41,7.49024390243902,41,7.69512195121951,41
"97",1998,"summer","NEW",9.23725490196078,51,28.6269230769231,52,6.81063829787234,47,7.5125,48
"98",1998,"winter","NEW",3.94375,32,12.0875,32,9.53125,32,7.36875,32
"99",1999,"fall","NEW",10.8357142857143,28,14.2702380952381,28,9.09285714285714,28,7.73988095238095,28
"100",1999,"spring","NEW",15.9849206349206,42,21.3384920634921,42,8.06626984126984,42,7.65793650793651,42
"101",1999,"summer","NEW",17.2205128205128,26,26.90075,40,5.847875,40,7.513875,40
"102",1999,"winter","NEW",12.5453703703704,54,12.0439393939394,55,10.1450980392157,51,7.82030303030303,55
"103",2000,"fall","NEW",12.1241379310345,29,12.1511627906977,43,8.57558139534884,43,7.46705426356589,43
"104",2000,"spring","NEW",12.8373015873016,42,24.0674603174603,42,6.78690476190476,42,7.53650793650794,42
"105",2000,"summer","NEW",13.7449612403101,43,26.2674418604651,43,5.6422480620155,43,7.43953488372093,43
"106",2000,"winter","NEW",13.1202380952381,42,10.3253968253968,42,9.53888888888889,42,7.37857142857143,42
"107",2001,"fall","NEW",22.3441666666667,40,17.0785714285714,42,7.90119047619048,42,7.79126984126984,42
"108",2001,"spring","NEW",12.580487804878,42,25.2186507936508,42,7.14563492063492,42,7.63888888888889,42
"109",2001,"summer","NEW",14.5158536585366,41,26.8052845528455,41,6.14878048780488,41,7.58211382113821,41
"110",2001,"winter","NEW",15.785119047619,28,10.2315476190476,28,9.88273809523809,28,7.45059523809524,28
"111",2002,"fall","NEW",14.0037037037037,18,17.575,18,7.9343137254902,17,7.5037037037037,18
"112",2002,"spring","NEW",16.6392857142857,42,25.0813492063492,42,6.09126984126984,42,7.83253968253968,42
"113",2002,"summer","NEW",16.562962962963,18,30.1833333333333,18,5.56851851851852,18,7.91018518518519,18
"114",2002,"winter","NEW",17.8440476190476,42,12.9722222222222,42,8.9482905982906,39,7.99166666666667,42
"115",2003,"fall","NEW",4.20648148148148,18,17.1240740740741,18,6.4537037037037,18,7.12777777777778,18
"116",2003,"spring","NEW",4.20902777777778,24,22.3034722222222,24,7.24097222222222,24,7.52898550724638,23
"117",2003,"summer","NEW",3.67058823529412,17,26.1088235294118,17,5.83921568627451,17,7.46862745098039,17
"118",2003,"winter","NEW",11.5944444444444,12,6.66111111111111,12,9.97777777777778,9,7.87777777777778,12
"119",2004,"fall","NEW",11.8777777777778,18,15.9981481481481,18,7.56296296296296,18,7.54259259259259,18
"120",2004,"spring","NEW",5.11851851851852,18,25.6592592592593,18,6.92647058823529,17,7.76018518518519,18
"121",2004,"summer","NEW",5.43148148148148,18,27.2814814814815,18,5.63823529411765,17,7.30740740740741,18
"122",2004,"winter","NEW",6.53240740740741,18,9.65740740740741,18,10.1537037037037,18,7.50185185185185,18
"123",2005,"fall","NEW",5.38083333333333,18,15.1231481481481,18,7.08703703703704,18,7.39444444444444,18
"124",2005,"spring","NEW",6.98981481481481,18,23.0481481481481,18,7.11111111111111,18,7.49814814814815,18
"125",2005,"summer","NEW",9.73657407407407,18,29.6851851851852,18,4.98888888888889,18,7.59722222222222,18
"126",2005,"winter","NEW",12.6083333333333,18,10.1351851851852,18,10.3635416666667,16,7.82222222222222,18
"127",2006,"fall","NEW",5.40888888888889,18,12.9555555555556,18,7.64444444444444,18,7.14814814814815,18
"128",2006,"spring","NEW",9.75333333333333,18,23.1361111111111,18,6.52592592592593,18,7.63055555555556,18
"129",2006,"summer","NEW",5.67046296296296,18,28.537962962963,18,5.83148148148148,18,7.53796296296296,18
"130",2006,"winter","NEW",7.17611111111111,18,12.0509259259259,18,7.79583333333333,16,7.66574074074074,18
"131",2007,"fall","NEW",22.7160185185185,18,19.4148148148148,18,9.14907407407407,18,7.69814814814815,18
"132",2007,"spring","NEW",9.78875,12,25.5416666666667,18,6.73888888888889,18,7.6712962962963,18
"133",2007,"summer","NEW",18.1134722222222,12,28.3953703703704,18,6.13055555555556,18,7.70555555555556,18
"134",2007,"winter","NEW",4.04657407407407,18,11.9101851851852,18,8.84074074074074,18,7.19907407407407,18
"135",2008,"fall","NEW",16.5478703703704,18,17.0592592592593,18,8.27254901960784,17,7.61388888888889,18
"136",2008,"spring","NEW",11.1712037037037,18,25.1888888888889,18,6.28055555555556,18,7.38055555555556,18
"137",2008,"summer","NEW",15.7398611111111,12,27.475,18,4.81666666666667,18,7.32037037037037,18
"138",2008,"winter","NEW",16.7558333333333,18,14.5740740740741,18,8.81555555555556,15,7.62314814814815,18
"139",2009,"fall","NEW",7.0775,18,15.275,18,6.70092592592593,18,7.06574074074074,18
"140",2009,"spring","NEW",10.9410185185185,18,24.8296296296296,18,7.05925925925926,18,7.61111111111111,18
"141",2009,"summer","NEW",8.92592592592593,18,27.987037037037,18,5.190625,16,7.14907407407407,18
"142",2009,"winter","NEW",10.8847222222222,18,11.4398148148148,18,9.65138888888889,12,7.74166666666667,18
"143",2010,"fall","NEW",11.6180555555556,18,13.0138888888889,18,8.35740740740741,18,7.37037037037037,18
"144",2010,"spring","NEW",13.8277777777778,18,26.4425925925926,18,6.95490196078431,17,7.83611111111111,18
"145",2010,"summer","NEW",19.8425,12,30.0462962962963,18,5.75833333333333,18,7.80833333333333,18
"146",2010,"winter","NEW",5.62462962962963,18,9.92314814814815,18,9.86764705882353,17,7.40925925925926,18
"147",2011,"fall","NEW",13.0115277777778,12,18.4319444444444,12,8.52222222222222,12,7.68611111111111,12
"148",2011,"spring","NEW",13.6169444444444,12,22.9916666666667,12,7.10138888888889,12,7.63472222222222,12
"149",2011,"summer","NEW",11.9304901960784,17,28.5833333333333,17,4.84888888888889,15,7.40686274509804,17
"150",2011,"winter","NEW",9.47212962962963,18,9.95092592592593,18,9.41296296296296,18,7.27592592592593,18
"151",2012,"fall","NEW",14.5048148148148,18,15.7055555555556,18,8.0962962962963,18,7.62777777777778,12
"152",2012,"spring","NEW",14.819537037037,18,25.6166666666667,18,6.20833333333333,18,7.50462962962963,18
"153",2012,"summer","NEW",9.17361111111111,18,29.162037037037,18,5.56296296296296,18,7.42361111111111,12
"154",2012,"winter","NEW",15.7571296296296,18,13.3722222222222,18,9.00833333333333,12,7.51203703703704,18
"155",2013,"fall","NEW",17.3832407407407,18,14.3287037037037,18,8.79074074074074,18,7.78796296296296,18
"156",2013,"spring","NEW",10.8034259259259,18,24.7064814814815,18,5.20694444444444,12,7.63425925925926,18
"157",2013,"summer","NEW",11.0741666666667,18,27.8166666666667,18,5.775,18,7.60925925925926,18
"158",2013,"winter","NEW",9.40240740740741,18,10.6481481481481,18,8.75686274509804,17,7.62314814814815,18
"159",2014,"fall","NEW",12.0796296296296,18,15.4027777777778,18,8.49444444444444,18,7.48518518518518,18
"160",2014,"spring","NEW",8.14462962962963,18,24.1083333333333,18,6.8,18,7.40462962962963,18
"161",2014,"summer","NEW",9.13175925925926,18,28.0407407407407,18,4.63235294117647,17,7.24444444444444,18
"162",2014,"winter","NEW",10.0725925925926,18,10.5277777777778,18,10.3745098039216,17,7.71296296296296,18
"163",2015,"fall","NEW",4.58333333333333,18,16.887037037037,18,5.69907407407407,18,6.79444444444444,18
"164",2015,"spring","NEW",8.12231481481481,18,23.3925925925926,18,6.4962962962963,18,7.34074074074074,18
"165",2015,"summer","NEW",10.9961111111111,18,28.1652777777778,12,6.59305555555556,12,7.83611111111111,6
"166",2015,"winter","NEW",4.31388888888889,18,10.1333333333333,18,8.82037037037037,18,7.22156862745098,17
"167",2016,"fall","NEW",7.58388888888889,12,17.3097222222222,12,6.15555555555556,12,7.12777777777778,12
"168",2016,"spring","NEW",10.1298148148148,18,23.8537037037037,18,7.46018518518519,18,7.52254901960784,17
"169",2016,"summer","NEW",11.3987037037037,9,30.2425925925926,9,4.84759259259259,9,7.53703703703704,9
"170",2016,"winter","NEW",2.81333333333333,12,10.7236111111111,12,9.55833333333333,12,6.86388888888889,12
"171",2017,"fall","NEW",11.6833333333333,18,17.4333333333333,18,8.63888888888889,18,7.43833333333333,18
"172",2017,"summer","NEW",7.71818181818182,11,27.8818181818182,11,4.78181818181818,11,7.32727272727273,11
"173",2017,"winter","NEW",9.48001127222222,12,14.7053739166667,12,6.968977251,12,7.41162646388889,12
"174",2018,"fall","NEW",4.5175,8,15.575,8,7.665,8,7.3,8
"175",2018,"spring","NEW",1.62916666666667,12,23.1333333333333,12,5.965,12,7.06333333333333,12
"176",2018,"summer","NEW",0.915,6,26.825,8,4.59571428571429,7,6.8975,8
"177",2018,"winter","NEW",4.4575,12,11.8008333333333,12,8.9775,12,7.24166666666667,12
"178",2019,"fall","NEW",11.635,12,11.8833333333333,12,9.59166666666667,12,7.61666666666667,12
"179",2019,"spring","NEW",14.255,18,27.2722222222222,18,6.65,18,7.80555555555556,18
"180",2019,"summer","NEW",11.3775,16,29.65625,16,6.79375,16,7.7375,16
"181",2019,"winter","NEW",5.51555555555556,18,12.1055555555556,18,10.0722222222222,18,7.61111111111111,18
"182",2020,"winter","NEW",6.99,18,12.5333333333333,18,9.48666666666667,15,7.54444444444444,18
