"","year","season","meantemp","sdtemp","meansal","sdsal","meanDO","sdDO","meanpH","sdpH","samplesize"
"15",2007,"fall",17.3171428571429,NA,15.4228571428571,NA,8.45428571428571,NA,8.08611111111111,NA,39
"16",2007,"spring",22.3978723404255,4.67223479540024,6.61276595744681,3.77581646922234,8.31702127659574,2.323258501492,8.21489361702128,0.436875628209665,47
"17",2007,"summer",28.8166666666667,1.94721113536097,14.3395833333333,4.26019376161752,7.525,1.32961360568608,8.0325,NA,48
"18",2007,"winter",13.3916666666667,3.1218607420501,3.1625,2.80385022548576,11.2166666666667,1.83105259978746,7.52857142857143,NA,24
"19",2008,"fall",16.9125,4.85962895597427,13.3425,4.03452329341748,8.60810810810811,NA,8.48,0.227810087347852,40
"20",2008,"spring",23.2020833333333,5.09332018049061,9.38125,4.70511972172278,8.57291666666667,1.67836541342847,8.175,0.603359389743368,48
"21",2008,"summer",28.98125,2.51579320007268,15.0416666666667,5.25821882848431,7.2125,1.47556336158179,8.67916666666667,0.324173799808482,48
"22",2008,"winter",14.5478260869565,1.4668672757762,9.90434782608696,6.37305965200886,8.89130434782609,0.838783233173485,8.66521739130435,0.177376578478911,23
"23",2009,"fall",18.015,2.69933990031561,12.745,4.50896258464667,8.465,1.9333178602387,7.94473684210526,NA,40
"24",2009,"spring",23.7489361702128,3.64291285389241,9.69787234042553,4.9496811211168,6.98936170212766,1.75762117431898,8.00425531914894,0.543322086719051,47
"25",2009,"summer",28.3145833333333,1.87899810144881,14.26875,4.15887445135432,7.175,2.778527085698,8.28541666666667,0.374728033766864,48
"26",2009,"winter",11.6041666666667,2.43050883322933,8.86666666666667,5.47513483388997,11.5333333333333,1.72467178141906,8.30416666666667,0.332943612756518,24
"27",2010,"fall",16.4025,5.62984207548238,9.8125,4.15742693476972,8.5225,1.96174797774972,7.305,1.89600795194697,40
"28",2010,"spring",25.1765957446809,4.04712526884462,4.04893617021277,3.20128183161096,7.33829787234043,1.63647994335261,8.00975609756098,NA,47
"29",2010,"summer",29.5088888888889,NA,10.7872340425532,3.9093876436574,6.6906976744186,NA,7.92765957446808,0.425646376835112,47
"30",2010,"winter",11.3666666666667,3.35516042079591,4.00833333333333,3.79838829284058,9.9875,2.25780048797015,7.97916666666667,0.340050081563017,24
"31",2011,"fall",17.6153846153846,3.15081764338439,11.9487179487179,4.42664609851651,9.73333333333333,1.70623212669772,7.68717948717949,0.583176188588468,39
"32",2011,"spring",24.6604166666667,4.82112989243355,9.12708333333333,5.62115077123073,7.49583333333333,1.87116510902919,8.20625,0.455886440693854,48
"33",2011,"summer",29.4375,2.55489725820824,14.0291666666667,6.5727340835708,6.40208333333333,1.89697290588816,7.98684210526316,NA,48
"34",2011,"winter",13.4304347826087,2.81270409887462,7.15217391304348,3.99998517783815,9.69565217391304,1.37029467994349,8.70434782608696,0.152190851682906,23
"35",2012,"fall",17.2725,4.54391605082258,13.82,2.68062373147437,9.36,2.10649788353403,8.3575,0.290788053928789,40
"36",2012,"spring",23.9045454545455,NA,9.23181818181818,NA,8.60909090909091,NA,8.12954545454545,NA,46
"37",2012,"summer",28.8166666666667,2.34560098303851,11.3229166666667,4.92977232150167,7.64166666666667,2.08926672806344,8.175,0.369300661688284,48
"38",2012,"winter",14.975,3.72806628976331,10.375,5.31922272844281,9.9375,1.84362886484898,7.975,0.410990320419181,24
"39",2013,"fall",16.8820512820513,4.26323769939133,12.5538461538462,3.2178651106666,8.91025641025641,2.06152662795967,8.77272727272727,NA,39
"40",2013,"spring",22.3826086956522,NA,7.84565217391304,NA,9.12857142857143,NA,8.5,NA,48
"41",2013,"summer",28.2791666666667,2.250669719083,8.8375,4.9118452137924,7.48541666666667,2.84911255935713,8.63333333333333,0.265244434303678,48
"42",2013,"winter",11.0291666666667,1.73192006208407,7.65416666666667,4.31498694306722,11.8708333333333,1.84213467068169,8.65416666666667,0.35136895840062,24
"43",2014,"fall",17.3184210526316,NA,8.39736842105263,NA,4.90263157894737,NA,8.19736842105263,NA,40
"44",2014,"spring",23.2333333333333,NA,4.32222222222222,NA,5.75777777777778,NA,6.85111111111111,NA,47
"45",2014,"summer",27.8826086956522,2.218137792316,6.35869565217391,4.10493340516866,5.88478260869565,3.08674351173634,7.71086956521739,1.38069680650662,46
"46",2014,"winter",10.8782608695652,2.49671721224985,4.62608695652174,3.75877366259799,9.65217391304348,3.20140161991835,8.31739130434783,0.990707815798677,23
"47",2015,"fall",17.8875,3.01451084606203,4.27,2.99796512184429,7.9425,2.4004152952653,7.84,0.440163139919269,40
"48",2015,"spring",25.18125,5.23375526261366,2.21666666666667,2.2847629732582,5.67916666666667,2.92705344057324,8.34166666666667,1.6318418432613,48
"49",2015,"summer",29.05,1.91977392286009,10.6229166666667,4.03533539344484,4.42857142857143,NA,8.14583333333333,0.535131057057008,48
"50",2015,"winter",9.5375,5.06495310935847,2.5125,2.60873324248279,6.75,3.90740656791132,6.675,1.79425411413405,24
"51",2016,"fall",18.1076923076923,4.65812163495028,2.71282051282051,2.32562153403518,8.81666666666667,NA,7.46923076923077,1.04608388668199,39
"52",2016,"spring",23.7229166666667,4.28293196369891,4.85208333333333,4.39608092308018,10.1875,1.48877001924836,8.17708333333333,0.476797643563599,48
"53",2016,"summer",30.0625,2.20044724660838,10.5895833333333,7.00924130362782,8.34130434782609,NA,8.24166666666667,0.562605388078567,48
"54",2016,"winter",14.8541666666667,4.07356047304275,3.6625,4.6309744021149,10.3541666666667,1.50158732438497,7.87083333333333,0.675972193064997,24
"55",2017,"fall",18.6794871794872,5.06703377816271,11.5435897435897,3.17496745708932,9.67435897435897,2.33291301400292,7.94102564102564,0.352970811912371,39
"56",2017,"spring",24.9152173913043,2.96760040671129,5.88478260869565,4.77181388252608,8.87608695652174,1.6226432184842,7.91521739130435,0.625021738752376,46
"57",2017,"summer",28.2291666666667,2.50921351866865,10.8520833333333,5.88590055595658,6.81521739130435,NA,8.19473684210526,NA,48
"58",2017,"winter",14.275,1.98390260981163,6.45833333333333,3.38011019458482,11.404347826087,NA,8.00833333333333,0.466174688909329,24
"59",2018,"fall",18.1975609756098,5.52129911365423,3.33170731707317,3.2949536434061,9.18780487804878,2.07101365542954,7.7975,NA,41
"60",2018,"spring",23.184,5.39085998970215,7.318,4.66312893115464,7.556,2.22858608053791,7.775,NA,50
"61",2018,"summer",29.512,NA,5.536,NA,6.98,NA,7.80208333333333,NA,51
"62",2018,"winter",13.0625,2.23369697450506,7.9375,4.28585261163933,11.5958333333333,1.144164463196,7.9375,0.400882179373355,24
"63",2019,"fall",17.5186046511628,5.94135048837317,12.5162790697674,4.00867691226575,8.78139534883721,2.98793254003289,7.91860465116279,0.37623182693241,43
"64",2019,"spring",24.2352941176471,4.22997983585793,4.28823529411765,4.07203374538196,9.3,1.90986910546247,8.01372549019608,0.374176219363624,51
"65",2019,"summer",29.588,1.74176077928196,11.02,5.03579027298292,7.738,1.81915993171102,8.04,0.482764149963308,50
"66",2019,"winter",13.4,1.8544990338813,1.068,1.79808231179777,12.204,1.07411979468462,7.976,0.328227563335764,25
"67",2020,"winter",13.9,0.697614984548545,4.65,5.08232230382922,12.025,2.52239965112589,8,0.365148371670111,4
"68",2021,"fall",17.2813953488372,5.00705482361083,14.5674418604651,3.92135307856579,11.3697674418605,2.10515635475428,7.755,NA,43
"69",2021,"summer",28.765306122449,NA,9.85918367346939,NA,7.02857142857143,NA,7.58888888888889,NA,51
