"","year","season","meantemp","sdtemp","meansal","sdsal","meanDO","sdDO","meanpH","sdpH","samplesize"
"20",2007,"winter",12.45,3.73911754295048,4.41538461538462,3.50344885022657,11.9846153846154,1.14671436990815,8.03461538461539,0.376236423215305,26
"21",2008,"fall",16.0458333333333,5.34224266929055,18.7520833333333,4.41539808491001,8.95416666666667,1.42753445139831,8.3375,0.639023523690472,48
"22",2008,"spring",22.4709090909091,5.21957401154087,10.7290909090909,4.56685614883752,7.66727272727273,1.32288329115618,8.41818181818182,0.410551079102453,55
"23",2008,"summer",28.8465517241379,1.98460880561202,15.0310344827586,3.42535473366214,7.23965517241379,1.40111980969264,8.5,0.484496483068002,58
"24",2008,"winter",13.5857142857143,1.33519711007451,12.1178571428571,6.57149025160839,10.1321428571429,0.846803825910535,8.11785714285714,0.419923777412019,28
"25",2009,"fall",17.275,3.81314281656679,14.3204545454545,5.2950428570835,9,NA,7.9675,NA,44
"26",2009,"spring",23.6407407407407,4.23447301385914,10.7648148148148,4.34711604280214,7.0462962962963,2.0160406707266,8.32592592592593,0.709553456490102,54
"27",2009,"summer",28.22,1.91238603293975,14.905,2.83407982854687,6.91,1.7405142431214,8.375,0.374448747369757,60
"28",2009,"winter",10.9,3.13829394558395,12.5107142857143,6.01266190423203,10.3678571428571,1.37222543537957,8.3,0.571547606649408,28
"29",2010,"fall",16.0081632653061,4.70889392243965,11.8673469387755,3.7657108533838,8.63265306122449,1.54358723907198,7.87755102040816,0.729230560854627,49
"30",2010,"spring",24.1928571428571,3.7149749610245,4.84642857142857,3.01679928435385,7.65714285714286,1.37733037468828,8.17115384615385,NA,56
"31",2010,"summer",29.6033333333333,2.22199838797381,8.89122807017544,NA,7.40862068965517,NA,8.04833333333333,0.568820267901155,60
"32",2010,"winter",10.4166666666667,3.5781023031705,5.42333333333333,3.54718765078549,11.1833333333333,2.69252904230914,7.77307692307692,NA,30
"33",2011,"fall",16.6191489361702,3.45911764936066,13.2872340425532,3.80832138197148,9.51489361702128,1.11686259390044,7.47872340425532,0.624477579996747,47
"34",2011,"spring",24.480701754386,4.27999660365733,9.37894736842105,4.68164107529558,7.61228070175439,1.67695197301518,8.25438596491228,0.40270078197031,57
"35",2011,"summer",28.419298245614,3.33367228853082,12.2017543859649,5.75429936246649,7.24107142857143,NA,7.96491228070175,0.716761373936905,57
"36",2011,"winter",13.1866666666667,3.09613032485807,10.8133333333333,3.34846679617067,10.06,1.08233464134808,8.07333333333333,1.9727336771393,30
"37",2012,"fall",16.3,4.81040538832228,15.2369565217391,3.41398162435022,9.96086956521739,1.6993434367255,8.42391304347826,0.159422266127408,46
"38",2012,"spring",23.4883333333333,3.50278783240865,11.185,4.339601832864,8.51034482758621,NA,8.13898305084746,NA,60
"39",2012,"summer",28.7017857142857,2.47147295583597,11.2696428571429,3.98181866364226,8.39285714285714,1.49372714349736,8.35892857142857,0.184663611333282,56
"40",2012,"winter",14.3766666666667,4.83091219581542,11.6535714285714,NA,10.4,1.47367708061537,8.17333333333333,0.347337988364244,30
"41",2013,"fall",17.2355555555556,4.64670731689536,13.8466666666667,3.77489313515206,8.65777777777778,2.41486766895949,8.65227272727273,NA,45
"42",2013,"spring",22.85,4.5829359461804,9.68333333333333,3.89429917157579,8.88333333333333,NA,8.43518518518519,0.277561760869783,54
"43",2013,"summer",27.7263157894737,2.14397214099283,9.86140350877193,4.82496315255971,7.87017543859649,1.91935302643892,8.66666666666667,0.287435292925291,57
"44",2013,"winter",10.1583333333333,1.64710989751527,11.0166666666667,3.85358857787598,11.4708333333333,1.7124808260854,8.5625,0.152693213311215,24
"45",2014,"fall",16.8738095238095,5.28218633244216,10.1761904761905,3.90458201902863,8.22380952380952,2.96818985026635,7.78095238095238,0.592735738937433,42
"46",2014,"spring",23.5703703703704,NA,5.87962962962963,NA,6.67222222222222,NA,7.89814814814815,NA,56
"47",2014,"summer",28.2053571428571,2.13562165893912,6.9625,3.92236304007952,4.51607142857143,3.21133089293148,7.08571428571429,1.15450557247816,56
"48",2014,"winter",10.2931034482759,2.01988879370035,8.27931034482759,4.32471132895801,7.19655172413793,3.77676002099122,7.28965517241379,1.71012631688552,29
"49",2015,"fall",18.4260869565217,3.05937065297269,8.97608695652174,4.5387313343713,7.32222222222222,NA,7.99130434782609,1.22960266155942,46
"50",2015,"spring",24.8074074074074,4.55187507918966,3.53333333333333,3.17365333199739,4.63703703703704,3.13707569009656,8.48333333333333,0.540003494048794,54
"51",2015,"summer",28.8763636363636,1.94764469688901,8.21818181818182,3.92405170941743,5.402,NA,7.95272727272727,0.655985135743561,55
"52",2015,"winter",8.40666666666667,4.47621556084227,5.78666666666667,3.52084759910053,7.99666666666667,3.0815897524328,8.43333333333333,1.34915895470381,30
"53",2016,"fall",17.9020833333333,4.75016190466887,6.1625,3.07513189476692,8.05882352941176,NA,7.38125,1.17503395152397,48
"54",2016,"spring",23.3416666666667,4.04848963955472,6.28833333333333,4.59000726215838,8.53666666666667,1.51097304675583,8.03333333333333,0.412789874180543,60
"55",2016,"summer",30.3589285714286,NA,9.18214285714286,NA,7.84339622641509,NA,8.41111111111111,NA,58
"56",2016,"winter",13.38,4.11677811752899,3.83333333333333,3.25781112609883,10.7157894736842,NA,7.74,0.506917663177541,30
"57",2017,"fall",18.1130434782609,4.96353855387922,14.25,3.26943760029492,9.26521739130435,2.08797801087872,7.8304347826087,0.292779450718941,46
"58",2017,"spring",24.9067796610169,3.2739759866191,7.24915254237288,4.34469049258168,8.01016949152542,1.41320068556234,7.70677966101695,0.45176451249695,59
"59",2017,"summer",28.3517857142857,2.41751119741158,9.78214285714286,4.7348267566601,7.81607142857143,1.67893654498254,8.29464285714286,0.406948575199794,56
"60",2017,"winter",13.9428571428571,2.75283403751393,7.05,3.8711181273058,11.275,1.58642972086987,7.86428571428571,0.621952889554664,28
"61",2018,"fall",16.96875,6.42214109753093,6.31666666666667,3.27812435560034,9.13333333333333,1.8714351454288,7.90416666666667,0.425745070726869,48
"62",2018,"spring",23.5185185185185,5.37513752607121,7.68888888888889,4.08654795809819,7.94074074074074,1.78108706667125,7.91851851851852,0.369637289874396,54
"63",2018,"summer",29.3350877192982,1.66984721585862,6.66842105263158,3.474764015355,7.46140350877193,2.90201619481826,8.10526315789474,0.422755017133183,57
"64",2018,"winter",13,2.77003672327207,10.25,4.58029889101514,10.55,1.6814915382194,8.02,0.278419182850806,30
"65",2019,"fall",17.2282608695652,4.98155098754855,13.5586956521739,3.29838856864355,9.73043478260869,2.10574553334626,7.93695652173913,0.257646351637428,46
"66",2019,"spring",24.6758620689655,4.29035271705971,3.0551724137931,2.65331123241654,9.13793103448276,1.65665352667388,7.93448275862069,0.502468197173915,58
"67",2019,"summer",28.8783333333333,3.39591437808388,11.12,4.168314702326,7.84833333333333,1.97891355800512,8.07666666666667,0.317493716295308,60
"68",2019,"winter",12.34,1.72918158835827,2.58333333333333,2.54003574959003,11.5071428571429,NA,7.77666666666667,0.710843759608757,30
"69",2020,"winter",13.575,1.09511904114837,6.7625,3.78490894398871,11.7625,2.35003799361384,8.025,0.20528725518857,8
"70",2021,"fall",17.1224489795918,4.89626836249312,15.0979591836735,3.8340845167566,11.2836734693878,2.04148097170244,7.79387755102041,0.333171729533801,49
"71",2021,"summer",29.1913793103448,1.99052884472185,6.3051724137931,4.12074011465889,8.6,NA,7.90357142857143,NA,58
