"","year","season","id","mean_salinity","samplesize_salinity","mean_temperature","samplesize_temperature","mean_dissolvedoxygen","samplesize_dissolvedoxygen","mean_pH","samplesize_pH"
"26",1980,"spring","ALBEMARLE",NA,NA,20.3333333333333,3,9.3,3,7.1,3
"27",1980,"summer","ALBEMARLE",NA,NA,27.1788888888889,5,7.84,5,7.15,5
"28",1980,"winter","ALBEMARLE",NA,NA,7.5,2,12.5,2,7.25,2
"29",1981,"fall","ALBEMARLE",8,1,18,2,8.85,2,7.2,1
"30",1981,"spring","ALBEMARLE",NA,NA,20,1,8.8,1,7.3,1
"31",1981,"summer","ALBEMARLE",7,1,28,1,6.5,1,6.8,1
"32",1981,"winter","ALBEMARLE",NA,NA,2,1,14.4,1,7.3,1
"33",1982,"fall","ALBEMARLE",4.95416666666667,4,13.0273148148148,4,10.7458333333333,4,7.18333333333333,4
"34",1982,"spring","ALBEMARLE",2.17380952380952,7,19.7193121693122,7,9.23571428571429,7,6.93571428571429,7
"35",1982,"summer","ALBEMARLE",1.625,6,26.2748456790123,6,7.70833333333333,6,7.23055555555556,6
"36",1982,"winter","ALBEMARLE",8,1,2,1,13,1,7.4,1
"37",1983,"fall","ALBEMARLE",3.875,2,15.9166666666667,2,9.90833333333333,2,7.7,2
"38",1983,"spring","ALBEMARLE",9,1,20.4138888888889,3,8.73333333333333,3,7.18888888888889,3
"39",1983,"summer","ALBEMARLE",1.45625,4,26.417962962963,5,6.67166666666667,5,7.69166666666667,5
"40",1983,"winter","ALBEMARLE",3,1,5.86157407407407,2,11.8083333333333,2,7.26666666666667,2
"41",1984,"fall","ALBEMARLE",2.38333333333333,3,12.2777777777778,3,10.9444444444444,3,7.35,2
"42",1984,"spring","ALBEMARLE",0,2,21.5648148148148,4,8.81458333333333,4,7.62777777777778,3
"43",1984,"summer","ALBEMARLE",0.166666666666667,4,25.2791666666667,4,7.63583333333333,4,7.50555555555556,3
"44",1984,"winter","ALBEMARLE",2.12222222222222,3,5.59660493827161,3,13.1222222222222,3,7.21111111111111,3
"45",1985,"fall","ALBEMARLE",3.66666666666667,2,21.052962962963,3,9.09037037037037,3,7.65952380952381,3
"46",1985,"spring","ALBEMARLE",3.44722222222222,4,20.9375,4,8.77944444444444,4,7.39761904761905,4
"47",1985,"summer","ALBEMARLE",NA,NA,27.2572222222222,2,7.11,2,NA,NA
"48",1985,"winter","ALBEMARLE",1.90625,2,5.8125,2,12.125,2,7.2,2
"49",1986,"fall","ALBEMARLE",4.31111111111111,1,17.4444444444444,1,8.52222222222222,1,7.33333333333333,1
"50",1986,"spring","ALBEMARLE",2.31111111111111,2,22.6111111111111,2,8.45555555555556,2,7.2,2
"51",1986,"summer","ALBEMARLE",3.45185185185185,3,27.2962962962963,3,7.68888888888889,3,7.67777777777778,3
"52",1986,"winter","ALBEMARLE",0.744444444444444,2,5.72222222222222,2,12.2722222222222,2,7.21666666666667,2
"53",1987,"fall","ALBEMARLE",3.42222222222222,1,12,1,9.52222222222222,1,7.06666666666667,1
"54",1987,"spring","ALBEMARLE",0.141666666666667,2,25.0277777777778,2,7.77555555555556,2,7.3625,2
"55",1987,"summer","ALBEMARLE",1.21349206349206,4,26.9305555555556,4,7.63611111111111,4,7.525,4
"56",1987,"winter","ALBEMARLE",1.93888888888889,2,8.05555555555556,2,10.6444444444444,1,7.08333333333333,2
"57",1988,"fall","ALBEMARLE",4.44444444444444,1,11.8333333333333,1,9.43333333333333,1,7.56666666666667,1
"58",1988,"spring","ALBEMARLE",2.4875,2,22.2222222222222,2,8.1,2,7.16666666666667,2
"59",1988,"summer","ALBEMARLE",3.37037037037037,3,26.1481481481481,3,7.47777777777778,3,7.21111111111111,3
"60",1988,"winter","ALBEMARLE",1.57777777777778,2,6.16666666666667,2,12.0166666666667,2,7.01666666666667,2
"61",1989,"fall","ALBEMARLE",0.606666666666667,2,9.45607638888889,2,10.6572916666667,2,7.4,2
"62",1989,"spring","ALBEMARLE",0.166666666666667,3,24.7222222222222,3,7.33333333333333,3,7.54444444444444,3
"63",1989,"summer","ALBEMARLE",0.760773809523809,5,24.5604388422035,5,7.70889495798319,5,7.41666666666667,5
"64",1989,"winter","ALBEMARLE",3.44444444444444,2,7.08333333333333,2,11.1111111111111,2,7.26666666666667,2
"65",1990,"fall","ALBEMARLE",2.67647058823529,2,11.7614379084967,2,9.81274509803922,2,7.58333333333333,2
"66",1990,"spring","ALBEMARLE",0.283333333333333,2,25.9428879310345,2,8.33928571428572,2,7.96666666666667,2
"67",1990,"summer","ALBEMARLE",1.81696793300654,8,26.7489276960784,8,7.65359477124183,8,8.18666666666667,5
"68",1990,"winter","ALBEMARLE",2.19722222222222,2,6.20555555555556,2,11.5777777777778,2,6.76666666666667,1
"69",1991,"fall","ALBEMARLE",5.56862745098039,2,12.3588235294118,2,9.31372549019608,2,8.1,2
"70",1991,"spring","ALBEMARLE",1.74027777777778,2,26.4444444444444,2,7.2,2,7.76666666666667,2
"71",1991,"summer","ALBEMARLE",1.88082107843137,6,26.9929193899782,6,7.35868736383442,6,8.11111111111111,6
"72",1992,"fall","ALBEMARLE",4.375,2,13.5,2,9.43382352941176,2,7.45,2
"73",1992,"spring","ALBEMARLE",3.12152777777778,2,24.0902777777778,2,7.61840277777778,2,7.8,2
"74",1992,"summer","ALBEMARLE",1.92352941176471,6,26.3849673202614,6,7.13516339869281,6,7.96,5
"75",1992,"winter","ALBEMARLE",4.25275735294118,2,9.97610294117647,2,10.8527573529412,2,8.15,2
"76",1993,"fall","ALBEMARLE",3.87438725490196,3,16.4444444444444,3,8.8624591503268,3,7.76666666666667,3
"77",1993,"spring","ALBEMARLE",0.028125,2,26.375,2,7.08125,2,8.05,2
"78",1993,"summer","ALBEMARLE",1.37711004273504,6,26.3336004273504,6,7.70137286324786,6,8.13333333333333,3
"79",1993,"winter","ALBEMARLE",0.0894736842105263,1,7.05263157894737,1,11.4105263157895,1,6.93333333333333,1
"80",1994,"fall","ALBEMARLE",6.62729265739134,6,14.7091252436647,6,9.25426984930274,6,8.05,6
"81",1994,"spring","ALBEMARLE",3.21875,2,27.96875,2,6.7625,2,7.83333333333333,2
"82",1994,"summer","ALBEMARLE",4.09411764705882,3,25.2156862745098,3,7.73879901960784,3,8.17777777777778,3
"83",1994,"winter","ALBEMARLE",1.57352941176471,2,8.48235294117647,2,11.4233333333333,2,7.41666666666667,2
"84",1995,"fall","ALBEMARLE",4.78400297619048,4,12.9,4,9.86197916666667,4,7.45833333333333,4
"85",1995,"spring","ALBEMARLE",2.90334821428571,8,21.4286458333333,8,8.85885416666667,8,7.67142857142857,7
"86",1995,"summer","ALBEMARLE",3.37693452380952,6,26.5597864145658,6,8.0515493697479,6,8.39333333333333,5
"87",1995,"winter","ALBEMARLE",5.27111950549451,4,10.2127403846154,4,10.5502575549451,4,8.06666666666667,4
"88",1996,"fall","ALBEMARLE",1.54166666666667,4,14.0541795665635,4,9.30707236842105,4,7.8,4
"89",1996,"spring","ALBEMARLE",1.36623093681917,6,23.3964460784314,6,7.98112064270152,6,6.625,4
"90",1996,"summer","ALBEMARLE",1.63159041394336,6,25.4653322440087,6,7.55387157640834,6,7.30666666666667,5
"91",1996,"winter","ALBEMARLE",1.44294590643275,3,7.82236842105263,3,11.159375,2,7.63333333333333,1
"92",1997,"fall","ALBEMARLE",4.74494708994709,18,11.6211507936508,18,10.2328439153439,18,7.63333333333333,12
"93",1997,"spring","ALBEMARLE",NA,NA,16.3047619047619,6,9.50952380952381,6,7.68333333333333,6
"94",1997,"summer","ALBEMARLE",3.09437641723356,21,26.1387528344671,21,7.83342403628118,21,8.1047619047619,21
"95",1997,"winter","ALBEMARLE",1.33333333333333,3,6.23928571428571,6,11.0557142857143,6,7.53333333333333,6
"96",1998,"fall","ALBEMARLE",4.92017006802721,14,14.6210204081633,14,9.36909863945578,14,7.80714285714286,14
"97",1998,"spring","ALBEMARLE",0.430033068783069,18,22.6061838624339,18,7.82490079365079,18,7.23888888888889,18
"98",1998,"summer","ALBEMARLE",3.30734126984127,18,26.713253968254,18,8.30449735449735,18,7.74444444444444,18
"99",1998,"winter","ALBEMARLE",1.34494708994709,18,9.6868253968254,18,10.3704497354497,18,7.31176470588235,17
"100",1999,"fall","ALBEMARLE",1.7929708994709,18,12.9689285714286,18,9.81272486772487,18,7.33146825396825,18
"101",1999,"spring","ALBEMARLE",5.83818253968254,12,21.9894246031746,12,8.07583333333333,12,7.45871031746032,12
"102",1999,"summer","ALBEMARLE",5.45636243386243,18,26.3936706349206,18,6.92191798941799,18,7.44179971988796,17
"103",1999,"winter","ALBEMARLE",3.15,18,9.83333333333333,18,11.2555555555556,18,7.72222222222222,18
"104",2000,"fall","ALBEMARLE",2.19626984126984,12,13.3539682539683,18,9.56833333333333,18,6.99337301587302,18
"105",2000,"spring","ALBEMARLE",1.27065476190476,12,16.3166666666667,12,8.65720238095238,12,7.23386904761905,12
"106",2000,"summer","ALBEMARLE",0.890138888888889,18,24.4891534391534,18,7.55365079365079,18,6.927791005291,18
"107",2000,"winter","ALBEMARLE",1.12259920634921,12,9.27380952380952,12,11.0430357142857,12,7.1327380952381,12
"108",2001,"fall","ALBEMARLE",7.00252100840336,17,15.8069973544974,18,8.78657407407407,18,7.53702380952381,18
"109",2001,"spring","ALBEMARLE",3.46611111111111,18,21.9457407407407,18,8.24974867724868,18,7.30023809523809,18
"110",2001,"summer","ALBEMARLE",4.52822751322751,18,24.9382671957672,18,7.14895502645503,18,7.34256613756614,18
"111",2001,"winter","ALBEMARLE",3.67736111111111,12,7.22849206349206,12,11.6547420634921,12,7.41142857142857,12
"112",2002,"fall","ALBEMARLE",6.83308201058201,18,12.3505158730159,18,9.72308201058201,18,7.49582010582011,18
"113",2002,"spring","ALBEMARLE",6.3427619047619,18,20.8121957671958,18,8.11183862433862,18,7.31886243386243,18
"114",2002,"summer","ALBEMARLE",8.07914087301587,12,27.0690873015873,12,6.52978174603175,12,7.40392857142857,12
"115",2002,"winter","ALBEMARLE",7.28410714285714,12,9.07113095238095,12,10.518869047619,12,7.6310119047619,12
"116",2003,"fall","ALBEMARLE",1.51468452380952,12,12.8190674603175,12,10.5475793650794,12,7.40781746031746,12
"117",2003,"spring","ALBEMARLE",0.287493386243386,18,20.495291005291,18,8.54710978835979,18,7.41712698412698,15
"118",2003,"summer","ALBEMARLE",0.920722222222222,18,26.0054166666667,18,7.03683862433862,18,7.27462301587302,18
"119",2003,"winter","ALBEMARLE",2.00655555555556,9,8.27523809523809,9,11.4411111111111,9,7.50468253968254,9
"120",2004,"fall","ALBEMARLE",2.36136507936508,18,12.2909391534392,18,10.1089682539683,18,7.49179894179894,18
"121",2004,"spring","ALBEMARLE",1.87370634920635,12,25.6247023809524,12,7.4121626984127,12,6.90369047619048,12
"122",2004,"summer","ALBEMARLE",0.83077380952381,6,21.9704365079365,6,8.21349206349206,6,7.45218253968254,6
"123",2004,"winter","ALBEMARLE",0.738992063492063,9,7.36878306878307,9,12.054708994709,9,7.44068783068783,9
"124",2005,"fall","ALBEMARLE",4.50894973544974,9,16.1356349206349,9,9.35492063492064,9,7.59992063492064,9
"125",2005,"spring","ALBEMARLE",2.34917857142857,12,22.3958531746032,12,7.99075396825397,12,7.41404761904762,12
"126",2005,"summer","ALBEMARLE",2.94812925170068,14,29.0973469387755,14,6.96285714285714,14,7.58576530612245,14
"127",2005,"winter","ALBEMARLE",1.73947354497355,18,7.36527777777778,18,12.3252976190476,12,7.54560846560847,18
"128",2006,"fall","ALBEMARLE",0.980757142857143,15,11.6294603174603,15,9.85573015873016,15,7.19013605442177,14
"129",2006,"spring","ALBEMARLE",4.6309593837535,17,19.4509803921569,17,8.41144257703081,17,7.50668067226891,17
"130",2006,"summer","ALBEMARLE",3.09350595238095,18,26.2087103174603,18,7.30834656084656,18,7.6814880952381,18
"131",2006,"winter","ALBEMARLE",2.8952037037037,18,7.77813492063492,18,11.5866402116402,18,7.47412698412698,18
"132",2007,"fall","ALBEMARLE",7.4998,15,16.6591137566138,18,9.09097883597884,18,7.72162698412698,18
"133",2007,"spring","ALBEMARLE",2.1578664021164,18,20.4246164021164,18,8.90384920634921,18,7.47420634920635,18
"134",2007,"summer","ALBEMARLE",4.37304894179894,18,27.6700925925926,18,7.38698412698413,18,7.50175925925926,18
"135",2007,"winter","ALBEMARLE",0.502555555555556,18,7.16006613756614,18,12.1415211640212,18,7.20099206349206,18
"136",2008,"fall","ALBEMARLE",8.22365800865801,11,12.4112169312169,18,10.2551587301587,18,7.80259259259259,18
"137",2008,"spring","ALBEMARLE",5.06689682539683,18,20.664537037037,18,8.62953703703704,18,7.51789682539683,18
"138",2008,"summer","ALBEMARLE",5.14386458333333,16,26.0943253968254,18,7.73478835978836,18,7.65731481481482,18
"139",2008,"winter","ALBEMARLE",7.77469791666667,16,8.83746031746032,18,11.3923492063492,15,7.56927248677249,18
"140",2009,"fall","ALBEMARLE",3.81114417989418,18,12.8064417989418,18,10.3212698412698,18,7.54251322751323,18
"141",2009,"spring","ALBEMARLE",4.10035317460317,18,20.8982936507937,18,8.9457671957672,18,7.77214285714286,18
"142",2009,"summer","ALBEMARLE",3.98444576719577,18,26.365753968254,18,7.93435185185185,18,7.82785714285714,18
"143",2009,"winter","ALBEMARLE",6.49894576719577,18,4.95042328042328,18,12.3721693121693,18,7.59137566137566,18
"144",2010,"fall","ALBEMARLE",3.04030654761905,12,16.4594841269841,12,9.64964285714286,12,7.72145833333333,12
"145",2010,"spring","ALBEMARLE",0.523321428571429,14,20.5334013605442,14,9.10255102040816,14,7.74413265306122,14
"146",2010,"summer","ALBEMARLE",2.33123015873016,18,26.727619047619,18,8.5331746031746,18,8.14714285714286,13
"147",2010,"winter","ALBEMARLE",0.413698412698413,18,5.66494708994709,18,12.7267724867725,18,7.23978835978836,18
"148",2011,"fall","ALBEMARLE",4.59725595238095,12,13.2988888888889,12,10.4681150793651,12,7.8615873015873,12
"149",2011,"spring","ALBEMARLE",3.92587962962963,18,23.0358201058201,18,8.43380952380952,18,7.82103835978836,18
"150",2011,"summer","ALBEMARLE",4.97442063492063,18,26.3861772486772,18,7.20484126984127,18,7.82308201058201,18
"151",2011,"winter","ALBEMARLE",3.4458630952381,12,8.49621031746032,12,11.4219444444444,12,7.50109126984127,12
"152",2012,"fall","ALBEMARLE",5.27766825396825,15,11.922873015873,15,10.2943968253968,15,7.80649206349206,15
"153",2012,"spring","ALBEMARLE",2.77952164502164,11,22.2204112554113,11,8.87534632034632,11,7.96471861471862,11
"154",2012,"summer","ALBEMARLE",3.86935434173669,17,26.4152941176471,17,7.82359943977591,17,8.0034593837535,17
"155",2012,"winter","ALBEMARLE",3.38619841269841,6,11.2186507936508,6,10.9803174603175,6,7.86063492063492,6
"156",2013,"fall","ALBEMARLE",4.68388888888889,18,12.4579232804233,18,9.64474867724868,18,7.98648148148148,18
"157",2013,"spring","ALBEMARLE",3.76603968253968,15,18.4499285714286,15,9.15414285714286,15,7.61922222222222,15
"158",2013,"summer","ALBEMARLE",2.56511111111111,18,26.6062566137566,18,7.95142857142857,18,8.10398148148148,18
"159",2013,"winter","ALBEMARLE",3.56785714285714,12,6.91720238095238,12,11.710119047619,12,7.56035714285714,12
"160",2014,"fall","ALBEMARLE",3.55057275132275,18,12.6901058201058,18,10.2530026455026,18,7.9306746031746,18
"161",2014,"spring","ALBEMARLE",1.37147278911565,14,21.3151530612245,14,8.70639455782313,14,7.73420068027211,14
"162",2014,"summer","ALBEMARLE",2.02520833333333,16,25.8627678571429,16,8.12595238095238,16,8.09352380952381,15
"163",2014,"winter","ALBEMARLE",1.86948051948052,11,7.01324675324675,11,11.8664935064935,11,7.86604761904762,10
"164",2015,"fall","ALBEMARLE",3.22919642857143,4,14.6102678571429,4,9.82946428571429,4,7.79017857142857,4
"165",2015,"spring","ALBEMARLE",1.95142857142857,2,28.0714285714286,2,7.00714285714286,2,7.92857142857143,2
"166",2015,"summer","ALBEMARLE",1.45642857142857,4,28.0928571428571,4,6.69285714285714,4,7.81071428571429,4
"167",2015,"winter","ALBEMARLE",2.12571428571429,2,1.82142857142857,2,14.3571428571429,2,7.18571428571429,2
"168",2016,"fall","ALBEMARLE",0.591021825396825,6,17.8135317460317,6,8.42077380952381,6,7.17480158730159,6
"169",2016,"spring","ALBEMARLE",2.48958333333333,6,20.1657738095238,6,8.68154761904762,6,7.64345238095238,6
"170",2016,"summer","ALBEMARLE",1.45285714285714,3,28.8285714285714,3,7.55238095238095,3,7.95714285714286,3
"171",2016,"winter","ALBEMARLE",0.195833333333333,2,8.95,2,11.4047619047619,2,7.19880952380952,2
"172",2017,"fall","ALBEMARLE",5.30239238095238,3,18.1329471428571,3,9.2369799047619,3,8.01206852380952,3
"173",2017,"spring","ALBEMARLE",2.07212239583333,2,21.1337208333333,2,9.08697841666667,2,8.00121908333333,2
"174",2017,"summer","ALBEMARLE",1.80246847698413,6,27.5320555952381,6,7.83947715079365,6,8.2319436547619,6
"175",2017,"winter","ALBEMARLE",1.31452380952381,6,9.10714285714286,6,11.35,6,7.29047619047619,6
"176",2018,"spring","ALBEMARLE",3.15680557142857,3,24.5579221428571,3,8.50747817857143,3,7.91044529166667,3
"177",2018,"summer","ALBEMARLE",4.25011144940476,6,28.4789004464286,6,7.58459847321429,6,8.23955800357143,5
"178",2018,"winter","ALBEMARLE",4.83591714285714,2,5.59210207142857,2,12.6095428571429,2,7.36148778571429,2
"179",2019,"fall","ALBEMARLE",5.25244047619048,3,14.1613095238095,3,9.76666666666667,3,7.74880952380952,3
"180",2019,"spring","ALBEMARLE",0.147142857142857,3,23.6857142857143,3,8.22380952380952,3,7.47142857142857,3
"181",2019,"summer","ALBEMARLE",1.29504464285714,4,27.25625,4,7.85625,4,8.03660714285714,4
"182",2019,"winter","ALBEMARLE",0.297142857142857,2,7.92142857142857,2,12.6642857142857,2,7.98571428571429,2
"183",2020,"winter","ALBEMARLE",6.17357142857143,2,8.2,2,11.5285714285714,2,7.69285714285714,2
