"","year","season","id","mean_salinity","samplesize_salinity","mean_temperature","samplesize_temperature","mean_dissolvedoxygen","samplesize_dissolvedoxygen","mean_pH","samplesize_pH"
"87",1992,"summer","PAMLICO",6.93970874639324,33,27.9949415409308,33,4.99474798522927,33,7.71612903225806,31
"88",1992,"winter","PAMLICO",9.58332664074095,35,10.2911561400416,35,9.09730835779288,35,7.69362745098039,34
"89",1993,"fall","PAMLICO",8.82177227295877,22,18.4724788469107,22,7.33404591175313,22,7.53939393939394,22
"90",1993,"spring","PAMLICO",1.39939695799424,39,21.9140363281766,39,7.72478772044949,39,7.2982905982906,39
"91",1993,"summer","PAMLICO",4.43923740401013,33,28.9996150314332,33,6.34306366613185,33,7.57530864197531,27
"92",1993,"winter","PAMLICO",4.81071819151963,33,8.37061579657273,33,9.73863227637151,33,7.20505050505051,33
"93",1994,"spring","PAMLICO",3.71728080863846,33,21.588014756376,33,7.24267934351666,33,7.11444444444444,30
"94",1994,"summer","PAMLICO",8.80666492291492,37,28.0876802251802,37,5.32298081423081,37,7.80888888888889,33
"95",1994,"winter","PAMLICO",4.41155395648682,23,9.64879153242325,23,9.37705559040278,23,7.0375,16
"96",1996,"fall","PAMLICO",2.12291666666667,32,15.470023284796,33,7.62821499949842,33,7.36,30
"97",1996,"spring","PAMLICO",3.16415639235492,30,19.2471717171717,30,7.38037210338681,30,6.44367816091954,29
"98",1996,"summer","PAMLICO",3.8290805785124,33,26.150462962963,33,5.85236723293542,33,6.90707070707071,33
"99",1996,"winter","PAMLICO",3.88646694214876,11,11.5075068870523,11,9.3975303030303,10,6.83030303030303,11
"100",1997,"fall","PAMLICO",10.3494973544974,45,17.1097724867725,45,8.1107037037037,45,7.82727272727273,44
"101",1997,"spring","PAMLICO",3.70579710144928,23,19.5561728395062,54,7.96095679012346,54,7.38148148148148,54
"102",1997,"summer","PAMLICO",7.29811403508772,38,27.3121296296296,54,7.00984567901235,54,7.625,52
"103",1997,"winter","PAMLICO",3.96369047619048,28,11.129012345679,54,9.87925925925926,54,7.54489795918367,49
"104",1998,"fall","PAMLICO",7.95152651955091,123,17.0392218350755,123,8.04116531165312,123,7.728606271777,123
"105",1998,"spring","PAMLICO",1.9862380952381,45,19.7520582010582,45,8.17434920634921,45,7.14888888888889,45
"106",1998,"summer","PAMLICO",3.26678783592645,101,27.1972913719943,101,6.80838048090523,101,7.74579846079846,99
"107",1998,"winter","PAMLICO",5.9347037037037,45,10.5542962962963,45,9.38766666666667,45,7.44883720930233,43
"108",1999,"fall","PAMLICO",2.77483333333333,132,14.9236742424242,132,8.54194292984369,131,7.25271645021645,132
"109",1999,"spring","PAMLICO",8.06490582800284,134,21.158736673774,134,7.55527007818053,134,7.35459665955935,134
"110",1999,"summer","PAMLICO",8.25709671592775,145,26.3321986863711,145,5.27210344827586,145,7.24102843915344,144
"111",1999,"winter","PAMLICO",5.77484693877551,147,9.73660756501182,141,10.4956298547788,141,7.61481366459627,138
"112",2000,"fall","PAMLICO",10.7074503968254,96,12.1512806637807,132,8.85084415584416,132,7.63369683751363,131
"113",2000,"spring","PAMLICO",4.99232323232323,132,21.2089646464646,132,7.2014898989899,132,7.2340404040404,132
"114",2000,"summer","PAMLICO",7.67782287157287,132,25.9190025252525,132,5.92753336940837,132,7.45478715728716,132
"115",2000,"winter","PAMLICO",3.97021739130435,115,8.46606606606607,111,10.8329848484848,110,7.44960244648318,109
"116",2001,"fall","PAMLICO",15.919827024827,117,16.2275742775743,117,8.06658323158323,117,7.79867521367521,117
"117",2001,"spring","PAMLICO",7.82313888888889,131,20.6090476190476,131,7.35482551799346,131,7.4469184981685,130
"118",2001,"summer","PAMLICO",9.30972440944882,132,26.5274016955267,132,5.96224900793651,132,7.51962572150072,132
"119",2001,"winter","PAMLICO",10.8822702104097,87,7.19408319649699,87,11.2581280788177,87,7.78914340448823,87
"120",2002,"fall","PAMLICO",12.7326178669815,121,15.1821940181031,121,7.66741637150728,121,7.4847323888233,121
"121",2002,"spring","PAMLICO",10.491753968254,132,22.2557467532468,132,7.0677886002886,132,7.40218284260269,131
"122",2002,"summer","PAMLICO",14.6561480880231,132,27.7118091630592,132,5.63945526695527,132,7.45413059163059,132
"123",2002,"winter","PAMLICO",14.1418489583333,130,9.53814102564102,130,10.0476227390181,129,7.74678205128205,130
"124",2003,"fall","PAMLICO",4.02039031339031,117,14.9463207163207,117,8.57875457875458,117,7.27430418719212,116
"125",2003,"spring","PAMLICO",2.97978959025471,129,21.4027796234773,129,7.14696013289037,129,7.15679487179487,117
"126",2003,"summer","PAMLICO",3.15875542597992,147,27.044703595724,147,5.90936669906058,147,7.3867442680776,135
"127",2003,"winter","PAMLICO",8.64761793154762,128,8.26091889880952,128,10.1879055059524,128,7.54075892857143,128
"128",2004,"fall","PAMLICO",7.63678986291486,132,14.9322077922078,132,8.73416666666667,132,7.37247655122655,132
"129",2004,"spring","PAMLICO",4.15117958656331,129,23.8952842377261,129,6.4893023255814,129,7.09365885416667,128
"130",2004,"summer","PAMLICO",6.60592243867244,132,26.2694570707071,132,5.85567975281716,131,7.42719155844156,132
"131",2004,"winter","PAMLICO",4.47376080586081,130,7.28078754578755,130,10.7781380208333,128,7.29198901098901,130
"132",2005,"fall","PAMLICO",7.04608460471567,103,13.9113153028202,103,8.86428802588997,103,7.25915451895044,98
"133",2005,"spring","PAMLICO",4.45538455988456,132,20.862803030303,132,7.87088023088023,132,7.41549783549784,132
"134",2005,"summer","PAMLICO",5.61340264026403,101,29.4539438943894,101,5.80595709570957,101,7.7380303030303,99
"135",2005,"winter","PAMLICO",7.18346572871573,132,8.30536435786436,132,11.0123953823954,132,7.56430752453653,131
"136",2006,"fall","PAMLICO",7.55605929919137,106,15.5363679245283,106,7.68848694316436,93,7.39346712018141,105
"137",2006,"spring","PAMLICO",7.02362202380952,112,21.6153677721088,112,6.86016754850088,108,7.34917353479853,104
"138",2006,"summer","PAMLICO",7.41416262755102,112,27.335325255102,112,5.34233472029589,103,7.49927721088435,112
"139",2006,"winter","PAMLICO",7.27419664115646,112,9.94215667517007,112,10.3653707482993,105,7.31300895587593,109
"140",2007,"fall","PAMLICO",15.0482568027211,112,16.1515072278912,112,8.58063492063492,111,7.67783588435374,112
"141",2007,"spring","PAMLICO",4.67361989795918,112,21.1320578231293,112,7.75129889455782,112,7.50543329043329,111
"142",2007,"summer","PAMLICO",9.15359405834406,111,27.5432185757186,111,6.4118682968683,111,7.62110038610039,111
"143",2007,"winter","PAMLICO",3.70657657657658,111,9.75816173316173,111,10.5727092001849,103,7.54148005148005,111
"144",2008,"fall","PAMLICO",15.7801453238953,111,13.8739359460598,113,8.85762536873156,113,7.67727560050569,113
"145",2008,"spring","PAMLICO",8.77133333333333,112,22.0615381373788,113,6.96289717656974,113,7.37085124315213,113
"146",2008,"summer","PAMLICO",13.4454277056277,110,28.1708787878788,110,5.86905844155844,110,7.66797186147186,110
"147",2008,"winter","PAMLICO",12.3926145833333,112,10.6434375,112,9.84315315315315,111,7.60619496855346,106
"148",2009,"fall","PAMLICO",11.8276617772109,112,14.6934608843537,112,8.14407100340136,112,7.42341710758377,108
"149",2009,"spring","PAMLICO",8.40968509070295,112,23.0145758928571,112,6.97552481052481,111,7.51141723356009,112
"150",2009,"summer","PAMLICO",12.4759449404762,112,27.0870301870748,112,6.29610544217687,112,7.70067176870748,112
"151",2009,"winter","PAMLICO",11.8306601244101,111,8.72911411411411,111,10.6611164736165,111,7.71376447876448,111
"152",2010,"fall","PAMLICO",11.3722458333333,40,14.5616666666667,40,7.87095833333333,40,7.65576923076923,39
"153",2010,"spring","PAMLICO",3.64055555555556,111,23.8416516516517,111,7.38628914628915,111,7.47561904761905,110
"154",2010,"summer","PAMLICO",6.23757272727273,55,28.826,55,6.53651515151515,55,7.70254545454545,55
"155",2010,"winter","PAMLICO",4.90563201530612,112,7.65726615646259,112,11.2355420918367,112,7.26401493930906,102
"156",2011,"fall","PAMLICO",10.3556241496599,42,16.0090589569161,42,8.46509070294785,42,7.60895691609977,42
"157",2011,"spring","PAMLICO",6.41856519274376,42,22.213798185941,42,7.29569160997732,42,7.72194862155389,38
"158",2011,"summer","PAMLICO",10.0304880952381,42,28.815753968254,42,4.99983333333333,40,7.48964285714286,42
"159",2011,"winter","PAMLICO",10.9628911564626,42,7.90759070294785,42,11.6846573751452,41,7.83907029478458,42
"160",2012,"fall","PAMLICO",13.089753968254,42,16.1444047619048,42,7.7025,42,7.55948412698413,42
"161",2012,"spring","PAMLICO",8.56226587301587,42,21.3620890022676,42,6.85299036281179,42,7.39791099773243,42
"162",2012,"summer","PAMLICO",10.5603231292517,42,27.9927437641723,42,5.41140589569161,42,7.51174036281179,42
"163",2012,"winter","PAMLICO",11.8748758503401,42,9.58059523809524,42,9.7553798185941,42,7.51034262485482,41
"164",2013,"fall","PAMLICO",13.3677886178862,41,13.7515040650407,41,9.0989837398374,41,7.74532520325203,41
"165",2013,"spring","PAMLICO",7.86486904761905,42,21.3367857142857,42,7.4627947845805,42,7.53810657596372,42
"166",2013,"summer","PAMLICO",8.0099716553288,42,27.2437925170068,42,4.83899659863946,42,7.43828798185941,42
"167",2013,"winter","PAMLICO",10.7644841269841,42,8.3318253968254,42,10.3690873015873,42,7.56666666666667,42
"168",2014,"fall","PAMLICO",8.86207199546485,42,15.1720578231293,42,8.45268140589569,42,7.54363945578231,42
"169",2014,"spring","PAMLICO",4.66846825396825,42,21.2866609977324,42,7.6546768707483,42,7.48789682539683,42
"170",2014,"summer","PAMLICO",5.0728373015873,42,27.1330215419501,42,6.08450113378685,42,7.59149659863946,42
"171",2014,"winter","PAMLICO",7.91888180272109,42,6.88239229024943,42,11.7280272108844,42,7.62066326530612,42
"172",2015,"fall","PAMLICO",8.6092417027417,33,17.083455988456,33,7.16732683982684,33,7.31187788018433,31
"173",2015,"spring","PAMLICO",2.51382671957672,36,22.2804828042328,36,7.5250462962963,36,7.30858503401361,35
"174",2015,"summer","PAMLICO",6.42008829365079,36,28.2715575396825,36,6.02037037037037,36,7.42922619047619,34
"175",2015,"winter","PAMLICO",5.01620952380952,35,7.76208163265306,35,11.2823537414966,35,7.53823529411765,34
"176",2016,"fall","PAMLICO",4.47576258503401,35,16.8146846846847,37,7.45674388674389,37,7.04582671957672,36
"177",2016,"spring","PAMLICO",2.52521296296296,36,20.9124735449735,36,7.52928902116402,36,7.20180555555556,36
"178",2016,"summer","PAMLICO",4.41897486772487,36,28.0742923280423,36,5.7854828042328,36,7.44085034013605,35
"179",2016,"winter","PAMLICO",3.04636144179894,36,8.20737764550265,36,11.2501521164021,36,7.12883753501401,34
"180",2017,"fall","PAMLICO",11.9349928049603,36,17.5134917619048,36,8.4858133202381,36,7.5066843760582,36
"181",2017,"spring","PAMLICO",4.92985226896237,31,22.6508294569892,31,7.02059243685484,31,7.37513441889401,31
"182",2017,"summer","PAMLICO",8.6396155755787,36,27.1014517215608,36,6.22172600334325,36,7.55905774368386,36
"183",2017,"winter","PAMLICO",5.46844013605442,35,11.1949931972789,35,10.4912244897959,35,7.54178571428571,34
"184",2018,"fall","PAMLICO",3.67410854761905,28,12.4402379081633,28,9.37644018367347,28,7.1918563992674,26
"185",2018,"spring","PAMLICO",6.97118018021088,35,20.4834047040816,35,7.33233554016735,35,7.46352687394558,35
"186",2018,"summer","PAMLICO",6.54401800207373,31,28.9159316397849,31,6.27836929230415,31,7.6725504952381,30
"187",2018,"winter","PAMLICO",7.83936056889796,35,9.21544157129252,35,10.7859756326531,35,7.53148218319728,35
"188",2019,"fall","PAMLICO",12.5266316964286,32,14.9153273809524,32,9.10405505952381,32,7.70579877112135,31
"189",2019,"spring","PAMLICO",2.43415211640212,36,25.2070634920635,36,7.49045634920635,36,7.45990476190476,35
"190",2019,"summer","PAMLICO",8.02931150793651,36,28.8499338624339,36,5.55034391534392,36,7.50050264550265,36
"191",2019,"winter","PAMLICO",1.92172156084656,36,11.0569907407407,36,10.1670105820106,36,7.16421088435374,35
"192",2020,"winter","PAMLICO",8.22315631469979,23,11.4734989648033,23,9.57777432712215,23,7.099016563147,23
